140 0.971562571 0.328857143
150 0.906800667 0.316
160 0.850134 0.30475
170 0.800134 0.294823529
180 0.755689556 0.286
190 0.715923474 0.278105263
200 0.680134 0.271
210 0.647753048 0.264571429
220 0.618315818 0.258727273
230 0.591438348 0.253391304
240 0.566800667 0.2485
250 0.544134 0.244
260 0.523210923 0.239846154
270 0.503837704 0.236
280 0.485848286 0.232428571
290 0.469099517 0.229103448
300 0.453467333 0.226
310 0.438843677 0.223096774
320 0.425134 0.220375
330 0.412255212 0.217818182
340 0.400134 0.215411765
350 0.388705429 0.213142857
360 0.377911778 0.211
370 0.367701568 0.208972973
380 0.358028737 0.207052632
390 0.348851949 0.205230769
400 0.340134 0.2035
410 0.331841317 0.201853659
420 0.323943524 0.200285714
430 0.31641307 0.198790698
440 0.309224909 0.197363636
450 0.302356222 0.196
460 0.295786174 0.194695652
470 0.289495702 0.193446809
480 0.283467333 0.19225
490 0.27768502 0.191102041
500 0.272134 0.19
510 0.266800667 0.188941176
520 0.261672462 0.187923077
530 0.256737774 0.186943396
540 0.251985852 0.186
550 0.247406727 0.185090909
560 0.242991143 0.184214286
570 0.238730491 0.183368421
580 0.234616759 0.182551724
590 0.230642475 0.181762712
600 0.226800667 0.181
610 0.22308482 0.180262295
620 0.219488839 0.179548387
630 0.216007016 0.178857143
640 0.212634 0.1781875
650 0.209364769 0.177538462
660 0.206194606 0.176909091
670 0.203119075 0.176298507
680 0.200134 0.175705882
690 0.197235449 0.175130435
700 0.194419714 0.174571429
710 0.191683296 0.174028169
720 0.189022889 0.1735
730 0.18643537 0.172986301
740 0.183917784 0.172486486
750 0.181467333 0.172
760 0.179081368 0.171526316
770 0.176757377 0.171064935
780 0.174492974 0.170615385
790 0.172285899 0.170177215
800 0.170134 0.16975
810 0.168035235 0.169333333
820 0.165987659 0.168926829
830 0.163989422 0.16853012
840 0.162038762 0.168142857
850 0.160134 0.167764706
860 0.158273535 0.167395349
870 0.156455839 0.167034483
880 0.154679455 0.166681818
890 0.152942989 0.166337079
900 0.151245111 0.166
910 0.149584549 0.16567033
920 0.147960087 0.165347826
930 0.146370559 0.165032258
940 0.144814851 0.164723404
950 0.143291895 0.164421053
960 0.141800667 0.164125
970 0.140340186 0.163835052
980 0.13890951 0.16355102
990 0.137507737 0.163272727
1000 0.136134 0.163
1010 0.134787465 0.162732673
1020 0.133467333 0.162470588
1030 0.132172835 0.162213592
1040 0.130903231 0.161961538
1050 0.12965781 0.161714286
1060 0.128435887 0.161471698
1070 0.127236804 0.161233645
1080 0.126059926 0.161
1090 0.124904642 0.160770642
1100 0.123770364 0.160545455
1110 0.122656523 0.160324324
1120 0.121562571 0.160107143
1130 0.120487982 0.159893805
1140 0.119432246 0.159684211
1150 0.11839487 0.159478261
1160 0.117375379 0.159275862
1170 0.116373316 0.159076923
1180 0.115388237 0.158881356
1190 0.114419714 0.158689076
1200 0.113467333 0.1585
1210 0.112530694 0.15831405
1220 0.11160941 0.158131148
1230 0.110703106 0.15795122
1240 0.109811419 0.157774194
1250 0.108934 0.1576
1260 0.108070508 0.157428571
1270 0.107220614 0.157259843
1280 0.106384 0.15709375
1290 0.105560357 0.156930233
1300 0.104749385 0.156769231
1310 0.103950794 0.156610687
1320 0.103164303 0.156454545
1330 0.102389639 0.156300752
1340 0.101626537 0.156149254
1350 0.100874741 0.156
1360 0.100134 0.155852941
1370 0.099404073 0.155708029
1380 0.098684725 0.155565217
1390 0.097975727 0.15542446
1400 0.097276857 0.155285714
1410 0.096587901 0.155148936
1420 0.095908648 0.155014085
1430 0.095238895 0.154881119
1440 0.094578444 0.15475
1450 0.093927103 0.15462069
1460 0.093284685 0.154493151
1470 0.092651007 0.154367347
1480 0.092025892 0.154243243
1490 0.091409168 0.154120805
1500 0.090800667 0.154
1510 0.090200225 0.153880795
1520 0.089607684 0.153763158
1530 0.089022889 0.153647059
1540 0.088445688 0.153532468
1550 0.087875935 0.153419355
1560 0.087313487 0.153307692
1570 0.086758204 0.153197452
1580 0.086209949 0.153088608
1590 0.085668591 0.152981132
1600 0.085134 0.152875
1610 0.08460605 0.152770186
1620 0.084084617 0.152666667
1630 0.083569583 0.152564417
1640 0.083060829 0.152463415
1650 0.082558242 0.152363636
1660 0.082061711 0.15226506
1670 0.081571126 0.152167665
1680 0.081086381 0.152071429
1690 0.080607373 0.151976331
1700 0.080134 0.151882353
1710 0.079666164 0.151789474
1720 0.079203767 0.151697674
1730 0.078746717 0.151606936
1740 0.07829492 0.151517241
1750 0.077848286 0.151428571
1760 0.077406727 0.151340909
1770 0.076970158 0.151254237
1780 0.076538494 0.151168539
1790 0.076111654 0.151083799
1800 0.075689556 0.151
1810 0.075272122 0.150917127
1820 0.074859275 0.150835165
1830 0.07445094 0.150754098
1840 0.074047043 0.150673913
1850 0.073647514 0.150594595
1860 0.07325228 0.150516129
1870 0.072861273 0.150438503
1880 0.072474426 0.150361702
1890 0.072091672 0.150285714
1900 0.071712947 0.150210526
1910 0.071338188 0.150136126
1920 0.070967333 0.1500625
1930 0.070600321 0.149989637
1940 0.070237093 0.149917526
1950 0.06987759 0.149846154
1960 0.069521755 0.14977551
1970 0.069169533 0.149705584
1980 0.068820869 0.149636364
1990 0.068475709 0.149567839
2000 0.068134 0.1495
2010 0.067795692 0.149432836
2020 0.067460733 0.149366337
2030 0.067129074 0.149300493
2040 0.066800667 0.149235294
2050 0.066475463 0.149170732
2060 0.066153417 0.149106796
2070 0.065834483 0.149043478
2080 0.065518615 0.148980769
2090 0.06520577 0.14891866
2100 0.064895905 0.148857143
2110 0.064588976 0.148796209
2120 0.064284943 0.148735849
2130 0.063983765 0.148676056
2140 0.063685402 0.148616822
2150 0.063389814 0.14855814
2160 0.063096963 0.1485
2170 0.062806811 0.148442396
2180 0.062519321 0.148385321
2190 0.062234457 0.148328767
2200 0.061952182 0.148272727
2210 0.061672462 0.148217195
2220 0.061395261 0.148162162
2230 0.061120547 0.148107623
2240 0.060848286 0.148053571
2250 0.060578444 0.148
2260 0.060310991 0.147946903
2270 0.060045894 0.147894273
2280 0.059783123 0.147842105
2290 0.059522646 0.147790393
2300 0.059264435 0.14773913
2310 0.059008459 0.147688312
2320 0.05875469 0.147637931
2330 0.058503099 0.147587983
2340 0.058253658 0.147538462
2350 0.05800634 0.147489362
2360 0.057761119 0.147440678
2370 0.057517966 0.147392405
2380 0.057276857 0.147344538
2390 0.057037766 0.147297071
2400 0.056800667 0.14725
2410 0.056565535 0.14720332
2420 0.056332347 0.147157025
2430 0.056101078 0.147111111
2440 0.055871705 0.147065574
2450 0.055644204 0.147020408
2460 0.055418553 0.14697561
2470 0.055194729 0.146931174
2480 0.05497271 0.146887097
2490 0.054752474 0.146843373
2500 0.054534 0.1468
2510 0.054317267 0.146756972
2520 0.054102254 0.146714286
2530 0.053888941 0.146671937
2540 0.053677307 0.146629921
2550 0.053467333 0.146588235
2560 0.053259 0.146546875
2570 0.053052288 0.146505837
2580 0.052847178 0.146465116
2590 0.052643653 0.14642471
2600 0.052441692 0.146384615
2610 0.05224128 0.146344828
2620 0.052042397 0.146305344
2630 0.051845027 0.14626616
2640 0.051649152 0.146227273
2650 0.051454755 0.146188679
2660 0.05126182 0.146150376
2670 0.05107033 0.14611236
2680 0.050880269 0.146074627
2690 0.050691621 0.146037175
2700 0.05050437 0.146
2710 0.050318502 0.1459631
2720 0.050134 0.145926471
2730 0.04995085 0.14589011
2740 0.049769036 0.145854015
2750 0.049588545 0.145818182
2760 0.049409362 0.145782609
2770 0.049231473 0.145747292
2780 0.049054863 0.14571223
2790 0.04887952 0.145677419
