1	27.136
10	2.836
20	1.486
30	1.036
40	0.811
50	0.676
60	0.586
70	0.521714286
80	0.4735
90	0.436
100	0.406
110	0.381454545
120	0.361
130	0.343692308
140	0.328857143
150	0.316
160	0.30475
170	0.294823529
180	0.286
190	0.278105263
200	0.271
210	0.264571429
220	0.258727273
230	0.253391304
240	0.2485
250	0.244
260	0.239846154
270	0.236
280	0.232428571
290	0.229103448
300	0.226
310	0.223096774
320	0.220375
330	0.217818182
340	0.215411765
350	0.213142857
360	0.211
370	0.208972973
380	0.207052632
390	0.205230769
400	0.2035
410	0.201853659
420	0.200285714
430	0.198790698
440	0.197363636
450	0.196
460	0.194695652
470	0.193446809
480	0.19225
490	0.191102041
500	0.19
510	0.188941176
520	0.187923077
530	0.186943396
540	0.186
550	0.185090909
560	0.184214286
570	0.183368421
580	0.182551724
590	0.181762712
600	0.181
610	0.180262295
620	0.179548387
630	0.178857143
640	0.1781875
650	0.177538462
660	0.176909091
670	0.176298507
680	0.175705882
690	0.175130435
700	0.174571429
710	0.174028169
720	0.1735
730	0.172986301
740	0.172486486
750	0.172
760	0.171526316
770	0.171064935
780	0.170615385
790	0.170177215
800	0.16975
810	0.169333333
820	0.168926829
830	0.16853012
840	0.168142857
850	0.167764706
860	0.167395349
870	0.167034483
880	0.166681818
890	0.166337079
900	0.166
910	0.16567033
920	0.165347826
930	0.165032258
940	0.164723404
950	0.164421053
960	0.164125
970	0.163835052
980	0.16355102
990	0.163272727
1000	0.163
1010	0.162732673
1020	0.162470588
1030	0.162213592
1040	0.161961538
1050	0.161714286
1060	0.161471698
1070	0.161233645
1080	0.161
1090	0.160770642
1100	0.160545455
1110	0.160324324
1120	0.160107143
1130	0.159893805
1140	0.159684211
1150	0.159478261
1160	0.159275862
1170	0.159076923
1180	0.158881356
1190	0.158689076
1200	0.1585
1210	0.15831405
1220	0.158131148
1230	0.15795122
1240	0.157774194
1250	0.1576
1260	0.157428571
1270	0.157259843
1280	0.15709375
1290	0.156930233
1300	0.156769231
1310	0.156610687
1320	0.156454545
1330	0.156300752
1340	0.156149254
1350	0.156
1360	0.155852941
1370	0.155708029
1380	0.155565217
1390	0.15542446
1400	0.155285714
1410	0.155148936
1420	0.155014085
1430	0.154881119
1440	0.15475
1450	0.15462069
1460	0.154493151
1470	0.154367347
1480	0.154243243
1490	0.154120805
1500	0.154
1510	0.153880795
1520	0.153763158
1530	0.153647059
1540	0.153532468
1550	0.153419355
1560	0.153307692
1570	0.153197452
1580	0.153088608
1590	0.152981132
1600	0.152875
1610	0.152770186
1620	0.152666667
1630	0.152564417
1640	0.152463415
1650	0.152363636
1660	0.15226506
1670	0.152167665
1680	0.152071429
1690	0.151976331
1700	0.151882353
1710	0.151789474
1720	0.151697674
1730	0.151606936
1740	0.151517241
1750	0.151428571
1760	0.151340909
1770	0.151254237
1780	0.151168539
1790	0.151083799
1800	0.151
1810	0.150917127
1820	0.150835165
1830	0.150754098
1840	0.150673913
1850	0.150594595
1860	0.150516129
1870	0.150438503
1880	0.150361702
1890	0.150285714
1900	0.150210526
1910	0.150136126
1920	0.1500625
1930	0.149989637
1940	0.149917526
1950	0.149846154
1960	0.14977551
1970	0.149705584
1980	0.149636364
1990	0.149567839
2000	0.1495
2010	0.149432836
2020	0.149366337
2030	0.149300493
2040	0.149235294
2050	0.149170732
2060	0.149106796
2070	0.149043478
2080	0.148980769
2090	0.14891866
2100	0.148857143
2110	0.148796209
2120	0.148735849
2130	0.148676056
2140	0.148616822
2150	0.14855814
2160	0.1485
2170	0.148442396
2180	0.148385321
2190	0.148328767
2200	0.148272727
2210	0.148217195
2220	0.148162162
2230	0.148107623
2240	0.148053571
2250	0.148
2260	0.147946903
2270	0.147894273
2280	0.147842105
2290	0.147790393
