1	136.000134
10	13.600134
20	6.800134
30	4.533467333
40	3.400134
50	2.720134
60	2.266800667
70	1.942991143
80	1.700134
90	1.511245111
100	1.360134
110	1.236497636
120	1.133467333
130	1.046287846
140	0.971562571
150	0.906800667
160	0.850134
170	0.800134
180	0.755689556
190	0.715923474
200	0.680134
210	0.647753048
220	0.618315818
230	0.591438348
240	0.566800667
250	0.544134
260	0.523210923
270	0.503837704
280	0.485848286
290	0.469099517
300	0.453467333
310	0.438843677
320	0.425134
330	0.412255212
340	0.400134
350	0.388705429
360	0.377911778
370	0.367701568
380	0.358028737
390	0.348851949
400	0.340134
410	0.331841317
420	0.323943524
430	0.31641307
440	0.309224909
450	0.302356222
460	0.295786174
470	0.289495702
480	0.283467333
490	0.27768502
500	0.272134
510	0.266800667
520	0.261672462
530	0.256737774
540	0.251985852
550	0.247406727
560	0.242991143
570	0.238730491
580	0.234616759
590	0.230642475
600	0.226800667
610	0.22308482
620	0.219488839
630	0.216007016
640	0.212634
650	0.209364769
660	0.206194606
670	0.203119075
680	0.200134
690	0.197235449
700	0.194419714
710	0.191683296
720	0.189022889
730	0.18643537
740	0.183917784
750	0.181467333
760	0.179081368
770	0.176757377
780	0.174492974
790	0.172285899
800	0.170134
810	0.168035235
820	0.165987659
830	0.163989422
840	0.162038762
850	0.160134
860	0.158273535
870	0.156455839
880	0.154679455
890	0.152942989
900	0.151245111
910	0.149584549
920	0.147960087
930	0.146370559
940	0.144814851
950	0.143291895
960	0.141800667
970	0.140340186
980	0.13890951
990	0.137507737
1000	0.136134
1010	0.134787465
1020	0.133467333
1030	0.132172835
1040	0.130903231
1050	0.12965781
1060	0.128435887
1070	0.127236804
1080	0.126059926
1090	0.124904642
1100	0.123770364
1110	0.122656523
1120	0.121562571
1130	0.120487982
1140	0.119432246
1150	0.11839487
1160	0.117375379
1170	0.116373316
1180	0.115388237
1190	0.114419714
1200	0.113467333
1210	0.112530694
1220	0.11160941
1230	0.110703106
1240	0.109811419
1250	0.108934
1260	0.108070508
1270	0.107220614
1280	0.106384
1290	0.105560357
1300	0.104749385
1310	0.103950794
1320	0.103164303
1330	0.102389639
1340	0.101626537
1350	0.100874741
1360	0.100134
1370	0.099404073
1380	0.098684725
1390	0.097975727
1400	0.097276857
1410	0.096587901
1420	0.095908648
1430	0.095238895
1440	0.094578444
1450	0.093927103
1460	0.093284685
1470	0.092651007
1480	0.092025892
1490	0.091409168
1500	0.090800667
1510	0.090200225
1520	0.089607684
1530	0.089022889
1540	0.088445688
1550	0.087875935
1560	0.087313487
1570	0.086758204
1580	0.086209949
1590	0.085668591
1600	0.085134
1610	0.08460605
1620	0.084084617
1630	0.083569583
1640	0.083060829
1650	0.082558242
1660	0.082061711
1670	0.081571126
1680	0.081086381
1690	0.080607373
1700	0.080134
1710	0.079666164
1720	0.079203767
1730	0.078746717
1740	0.07829492
1750	0.077848286
1760	0.077406727
1770	0.076970158
1780	0.076538494
1790	0.076111654
1800	0.075689556
1810	0.075272122
1820	0.074859275
1830	0.07445094
1840	0.074047043
1850	0.073647514
1860	0.07325228
1870	0.072861273
1880	0.072474426
1890	0.072091672
1900	0.071712947
1910	0.071338188
1920	0.070967333
1930	0.070600321
1940	0.070237093
1950	0.06987759
